fold,model,alpha,is_start,is_end,os_start,os_end,terms,beta,is_mean_spearman,is_spearman_hit_rate,trades,closed_trades,win_rate,initial_cash,final_value,total_return_pct,max_drawdown_pct,sharpe,sortino,equity_points,stressed_hours,stressed_hour_pct,blocked_entry_hours,stop_exits,tp_exits,rank_decay_exits,avg_stopped_loss_pct,mean_holding_hours,median_holding_hours,return_over_max_drawdown
0,momentum_only,0.1,2025-10-08 17:00:00+00:00,2026-02-08 17:00:00+00:00,2026-02-08 17:00:00+00:00,2026-06-08 17:00:00+00:00,z_momentum,0.0689930359086,0.019548529794431436,0.5064890710382514,1104,552,0.35507246376811596,1000000.0,738621.600401291,-26.137839959870902,28.038486584184653,-4.267176959280346,-7.87881387280243,2880,0,0.0,0,116,87,347,-2.347600575953593,6.350909090909091,4.0,-0.9322129381481729
