fold,model,alpha,is_start,is_end,os_start,os_end,terms,beta,is_mean_spearman,is_spearman_hit_rate,trades,closed_trades,win_rate,initial_cash,final_value,total_return_pct,max_drawdown_pct,sharpe,sortino,equity_points,stressed_hours,stressed_hour_pct,blocked_entry_hours,stop_exits,tp_exits,rank_decay_exits,avg_stopped_loss_pct,mean_holding_hours,median_holding_hours,return_over_max_drawdown
0,momentum_only,0.1,2025-10-08 17:00:00+00:00,2026-02-08 17:00:00+00:00,2026-02-08 17:00:00+00:00,2026-06-08 17:00:00+00:00,z_momentum,0.0689930359086,0.019548529794431436,0.5064890710382514,698,349,0.39255014326647564,1000000.0,958554.4968591919,-4.144550314080808,15.284412103497047,-0.575592982290404,-1.1850247522364628,2880,0,0.0,0,211,135,0,-2.2402094476053076,17.92485549132948,6.5,-0.27116190573875865
