fold,model,alpha,is_start,is_end,os_start,os_end,terms,beta,is_mean_spearman,is_spearman_hit_rate,trades,closed_trades,win_rate,initial_cash,final_value,total_return_pct,max_drawdown_pct,sharpe,sortino,equity_points
0,momentum_plus_roll_plus_interaction,100.0,2025-10-08 17:00:00+00:00,2026-02-08 17:00:00+00:00,2026-02-08 17:00:00+00:00,2026-06-08 17:00:00+00:00,"z_momentum,z_low_roll_impact,z_momentum_x_low_roll_impact","0.0668847817356,-0.0255792904001,0.0122314458089",0.025639762971717474,0.5129265770423992,618,309,0.3883495145631068,1000000.0,959564.4914652766,-4.043550853472344,13.063392691400821,-0.6286479714948002,-1.0438228871040802,2880
