fold,model,alpha,is_start,is_end,os_start,os_end,terms,beta,is_mean_spearman,is_spearman_hit_rate,trades,closed_trades,win_rate,initial_cash,final_value,total_return_pct,max_drawdown_pct,sharpe,sortino,equity_points,stressed_hours,stressed_hour_pct,blocked_entry_hours,stop_exits,tp_exits,avg_stopped_loss_pct,mean_holding_hours,median_holding_hours,return_over_max_drawdown
0,momentum_only,0.1,2025-10-08 17:00:00+00:00,2026-02-08 17:00:00+00:00,2026-02-08 17:00:00+00:00,2026-06-08 17:00:00+00:00,z_momentum,0.0689930359086,0.019548529794431436,0.5064890710382514,646,323,0.3746130030959752,1000000.0,931667.5891416431,-6.8332410858356845,13.239155192546152,-0.8668432779260027,-1.6450839120465646,2880,584,20.27777777777778,584,200,120,-2.19945669911475,18.734375,7.0,-0.5161387555667377
