fold,model,alpha,is_start,is_end,os_start,os_end,terms,beta,is_mean_spearman,is_spearman_hit_rate,trades,closed_trades,win_rate,initial_cash,final_value,total_return_pct,max_drawdown_pct,sharpe,sortino,equity_points,stressed_hours,stressed_hour_pct,blocked_entry_hours,stop_exits,tp_exits,rank_decay_exits,avg_stopped_loss_pct,mean_holding_hours,median_holding_hours,return_over_max_drawdown
0,momentum_only,0.1,2025-10-08 17:00:00+00:00,2026-02-08 17:00:00+00:00,2026-02-08 17:00:00+00:00,2026-06-08 17:00:00+00:00,z_momentum,0.0334139655809,-0.0015846561112397091,0.47882513661202186,814,407,0.3955773955773956,1000000.0,1001395.7591253351,0.1395759125335072,12.775284569827894,0.028632810542812026,0.04959438023670945,2880,0,0.0,0,243,161,0,-2.423015814176655,16.45049504950495,5.0,0.010925464068577499
