fold,model,alpha,is_start,is_end,os_start,os_end,terms,beta,is_mean_spearman,is_spearman_hit_rate,trades,closed_trades,win_rate,initial_cash,final_value,total_return_pct,max_drawdown_pct,sharpe,sortino,equity_points,stressed_hours,stressed_hour_pct,blocked_entry_hours,stop_exits,tp_exits,rank_decay_exits,avg_stopped_loss_pct,mean_holding_hours,median_holding_hours,return_over_max_drawdown
0,momentum_only,0.1,2025-10-08 17:00:00+00:00,2026-02-08 17:00:00+00:00,2026-02-08 17:00:00+00:00,2026-06-08 17:00:00+00:00,z_momentum,0.0334139655809,-0.0015846561112397091,0.47882513661202186,796,398,0.41457286432160806,1000000.0,1151825.178804194,15.1825178804194,12.50763825403938,1.5308818840927634,2.679148312182833,2880,0,0.0,0,231,164,0,-2.3864815086571847,17.00253164556962,5.0,1.2138596889397693
