fold,model,alpha,is_start,is_end,os_start,os_end,terms,beta,is_mean_spearman,is_spearman_hit_rate,trades,closed_trades,win_rate,initial_cash,final_value,total_return_pct,max_drawdown_pct,sharpe,sortino,equity_points,stressed_hours,stressed_hour_pct,blocked_entry_hours,stop_exits,tp_exits,avg_stopped_loss_pct,mean_holding_hours,median_holding_hours,return_over_max_drawdown
0,momentum_only,0.1,2025-10-08 17:00:00+00:00,2026-02-08 17:00:00+00:00,2026-02-08 17:00:00+00:00,2026-06-08 17:00:00+00:00,z_momentum,0.0689930359086,0.019548529794431436,0.5064890710382514,668,334,0.39520958083832336,1000000.0,1046011.6335619742,4.601163356197424,13.491576417357045,0.4796304316680326,0.9694759421297712,2880,602,20.90277777777778,602,201,130,-2.1938018782838986,17.996978851963746,7.0,0.34103971351175705
