fold,model,alpha,is_start,is_end,os_start,os_end,terms,beta,is_mean_spearman,is_spearman_hit_rate,trades,closed_trades,win_rate,initial_cash,final_value,total_return_pct,max_drawdown_pct,sharpe,sortino,equity_points,stressed_hours,stressed_hour_pct,blocked_entry_hours,stop_exits,tp_exits,rank_decay_exits,avg_stopped_loss_pct,mean_holding_hours,median_holding_hours,return_over_max_drawdown
0,momentum_only,0.1,2025-10-08 17:00:00+00:00,2026-02-08 17:00:00+00:00,2026-02-08 17:00:00+00:00,2026-06-08 17:00:00+00:00,z_momentum,0.0689930359086,0.019548529794431436,0.5064890710382514,1098,549,0.3861566484517304,1000000.0,862096.2438028111,-13.790375619718887,16.50408451954581,-2.0782084563593206,-3.975720063385288,2880,0,0.0,0,108,89,350,-2.3252822931885113,6.4021937842778796,4.0,-0.8355734971780426
