fold,model,alpha,is_start,is_end,os_start,os_end,terms,beta,is_mean_spearman,is_spearman_hit_rate,trades,closed_trades,win_rate,initial_cash,final_value,total_return_pct,max_drawdown_pct,sharpe,sortino,equity_points,stressed_hours,stressed_hour_pct,blocked_entry_hours,stop_exits,tp_exits,rank_decay_exits,avg_stopped_loss_pct,mean_holding_hours,median_holding_hours,return_over_max_drawdown
0,momentum_only,0.1,2025-10-08 17:00:00+00:00,2026-02-08 17:00:00+00:00,2026-02-08 17:00:00+00:00,2026-06-08 17:00:00+00:00,z_momentum,0.0334139655809,-0.0015846561112397091,0.47882513661202186,1412,706,0.37110481586402266,1000000.0,874083.3058461347,-12.59166941538653,17.15601297969629,-1.4622104215173035,-2.6501692979490463,2880,0,0.0,0,150,140,414,-2.4945569487064683,5.345170454545454,3.0,-0.7339507979090745
